"","V1","V2","pv$pvalues"
"Response V17490","2R","17297505",0.325460045685672
"Response V17491","2R","17299464",0.833486231410502
"Response V17492","2R","17299781",0.589103892986527
"Response V17493","2R","17302967",0.39164128597404
"Response V17494","2R","17303374",0.694423645720485
"Response V17495","2R","17305768",5.81819197239043e-10
"Response V17496","2R","17307986",0.0156962965801757
"Response V17497","2R","17308177",0.569099864741531
"Response V17498","2R","17308215",0.469080815402353
"Response V17499","2R","17308232",0.551022346478544
"Response V17500","2R","17309632",0.527928611064428
"Response V17501","2R","17309680",0.503646187383214
"Response V17502","2R","17310882",0.0448190485552867
"Response V17503","2R","17312349",0.828779459944069
"Response V17504","2R","17312403",0.933673107680499
"Response V17505","2R","17312940",0.50011302939506
"Response V17506","2R","17314500",0.699380690205319
"Response V17507","2R","17315330",0.882968246677223
"Response V17508","2R","17315332",0.373708783773483
"Response V17509","2R","17320367",1.60519947156395e-07
"Response V17510","2R","17320633",0.233089009729573
"Response V17511","2R","17321100",0.793464345806519
"Response V17512","2R","17321661",0.341576215383801
"Response V17513","2R","17322268",0.718754863801687
"Response V17514","2R","17323784",0.403068286086913
"Response V17515","2R","17324089",0.470714511920539
"Response V17516","2R","17324595",0.798000731209588
"Response V17517","2R","17326017",0.678770394282024
"Response V17518","2R","17326583",0.0294539351612884
"Response V17519","2R","17326827",0.523094551155391
"Response V17520","2R","17327050",0.215097884642409
"Response V17521","2R","17327453",0.592374263415933
"Response V17522","2R","17328335",0.884052138260506
"Response V17523","2R","17329346",0.261605867394177
"Response V17524","2R","17329440",0.0098031494920144
"Response V17525","2R","17329566",0.47414306900154
"Response V17526","2R","17330100",0.878509325134985
"Response V17527","2R","17331355",0.287186964154969
"Response V17528","2R","17332617",0.632780642190377
"Response V17529","2R","17333302",0.15351260649713
"Response V17530","2R","17333614",0.480925765281429
"Response V17531","2R","17335194",0.307233491264604
"Response V17532","2R","17335259",0.449705180498749
"Response V17533","2R","17335334",0.597424859371159
"Response V17534","2R","17336122",0.0999489914783492
"Response V17535","2R","17337310",0.233482521111166
"Response V17536","2R","17338201",0.383310918230445
"Response V17537","2R","17338870",0.637299073126544
"Response V17538","2R","17339363",0.268348253643073
"Response V17539","2R","17339366",0.438251054414537
"Response V17540","2R","17339828",0.277491820471205
"Response V17541","2R","17342246",0.641517454541698
"Response V17542","2R","17344881",0.756224292812404
"Response V17543","2R","17345054",0.226111657131506
"Response V17544","2R","17345175",0.0591003828698211
"Response V17545","2R","17345789",0.819842336175231
"Response V17546","2R","17345904",0.209702330369282
"Response V17547","2R","17346227",0.365147063355118
"Response V17548","2R","17346900",0.409934775832254
"Response V17549","2R","17347006",0.833428365671802
"Response V17550","2R","17347303",0.120599105111235
"Response V17551","2R","17347484",0.572069160788204
"Response V17552","2R","17347617",0.684931792446479
"Response V17553","2R","17347763",0.337588455097559
"Response V17554","2R","17349064",0.579871676381718
"Response V17555","2R","17349389",0.486602115545299
"Response V17556","2R","17350066",0.556968618890113
"Response V17557","2R","17350372",0.00341523597766338
"Response V17558","2R","17350792",0.732977942941287
"Response V17559","2R","17351576",0.550067922846116
"Response V17560","2R","17352353",0.166136729647475
"Response V17561","2R","17352685",0.127765198810259
"Response V17562","2R","17352817",0.893565569325007
"Response V17563","2R","17355600",0.496749779668931
"Response V17564","2R","17367822",0.17825802520984
"Response V17565","2R","17378583",0.342547694117958
"Response V17566","2R","17380000",0.67902639740535
"Response V17567","2R","17380359",0.769907165268183
"Response V17568","2R","17380512",0.830389926786815
"Response V17569","2R","17382363",0.881196825382238
"Response V17570","2R","17382409",0.322454601556063
"Response V17571","2R","17383453",0.0600077030677424
"Response V17572","2R","17386208",0.691056002769352
"Response V17573","2R","17386624",0.750689136092189
"Response V17574","2R","17387337",0.429534297572151
"Response V17575","2R","17387493",0.504761783466095
"Response V17576","2R","17387648",0.634490294113325
"Response V17577","2R","17395268",0.55406953830027
"Response V17578","2R","17399289",0.439198072685652
"Response V17579","2R","17407988",0.943975170812504
"Response V17580","2R","17408122",0.752988224640805
"Response V17581","2R","17408189",0.465373098039669
"Response V17582","2R","17408704",0.377221013162613
"Response V17583","2R","17411425",0.544748449279825
"Response V17584","2R","17411539",0.46284094129542
"Response V17585","2R","17411540",0.627008561886004
"Response V17586","2R","17427608",0.259034311510796
"Response V17587","2R","17433959",0.385618425581684
"Response V17588","2R","17435404",0.46800135866581
"Response V17589","2R","17435974",0.46980087585565
"Response V17590","2R","17436892",0.515192648550785
"Response V17591","2R","17446521",0.44275301388085
"Response V17592","2R","17446561",0.352577671860683
"Response V17593","2R","17450372",0.7505592552071
"Response V17594","2R","17450390",0.728039945387538
"Response V17595","2R","17450855",0.975771151121261
"Response V17596","2R","17450921",0.786063219769074
"Response V17597","2R","17459652",0.546364428396154
"Response V17598","2R","17459669",0.611808248410359
"Response V17599","2R","17459843",0.88776732060665
"Response V17600","2R","17461349",0.5871002065959
"Response V17601","2R","17464709",0.413541917222245
"Response V17602","2R","17464733",0.516716230680912
"Response V17603","2R","17464842",0.0791690176208467
"Response V17604","2R","17464864",2.13305924905734e-05
"Response V17605","2R","17465207",0.994725163300986
"Response V17606","2R","17467897",0.304910691471167
"Response V17607","2R","17467910",0.0106177042906657
"Response V17608","2R","17469693",0.651853222763511
"Response V17609","2R","17470208",0.705997567065754
"Response V17610","2R","17472640",0.1297678203109
"Response V17611","2R","17475245",0.0682172980757037
"Response V17612","2R","17477507",0.951241006009074
"Response V17613","2R","17490984",0.711127104055804
"Response V17614","2R","17492975",0.01326458815544
"Response V17615","2R","17495268",0.218533408793116
"Response V17616","2R","17496711",0.729933313711547
"Response V17617","2R","17496737",0.962940152570014
"Response V17618","2R","17497844",0.747226951097549
"Response V17619","2R","17498068",0.295715325351379
"Response V17620","2R","17501794",0.167201296316291
"Response V17621","2R","17502272",0.29603891058388
"Response V17622","2R","17503605",0.726491859444957
"Response V17623","2R","17508257",0.382351256607863
"Response V17624","2R","17508342",0.526379979797076
"Response V17625","2R","17509101",0.889689134497504
"Response V17626","2R","17514008",0.867940563021642
"Response V17627","2R","17514473",0.00377084064237889
"Response V17628","2R","17517215",0.500632114417998
"Response V17629","2R","17518741",0.546939878327176
"Response V17630","2R","17519997",0.382202934404228
"Response V17631","2R","17522542",0.214697999786848
"Response V17632","2R","17522781",0.392431984933613
"Response V17633","2R","17523048",0.64013719686605
"Response V17634","2R","17523257",0.629271010543699
"Response V17635","2R","17523307",0.19062734676709
"Response V17636","2R","17523366",0.33312137373453
"Response V17637","2R","17526873",0.445146535819625
"Response V17638","2R","17534668",0.0229024921404247
"Response V17639","2R","17546948",0.619125634494245
"Response V17640","2R","17548216",0.437879420578837
"Response V17641","2R","17561438",0.106154386620279
"Response V17642","2R","17561502",0.721735336174279
"Response V17643","2R","17573883",0.106568554443637
"Response V17644","2R","17574832",0.893503374890944
"Response V17645","2R","17585611",0.758834023114704
"Response V17646","2R","17585976",0.657575326158589
"Response V17647","2R","17594494",0.1914822371723
"Response V17648","2R","17594510",0.86837463814326
"Response V17649","2R","17604616",0.565157247481734
"Response V17650","2R","17604671",0.90113568292632
"Response V17651","2R","17604731",0.00538304523601359
"Response V17652","2R","17606077",0.00236246611578161
"Response V17653","2R","17610734",0.590330372729112
"Response V17654","2R","17610869",0.579429245287512
"Response V17655","2R","17615059",0.701598792181573
"Response V17656","2R","17615214",0.514592102355962
"Response V17657","2R","17615270",0.770546846238201
"Response V17658","2R","17615335",0.449780859468626
"Response V17659","2R","17616662",0.171593000250871
"Response V17660","2R","17620146",0.623743775862336
"Response V17661","2R","17621285",0.383876312191729
"Response V17662","2R","17621437",0.0771227492198513
"Response V17663","2R","17621556",0.610964291403531
"Response V17664","2R","17622999",0.544788756849722
"Response V17665","2R","17623342",0.914638659747808
"Response V17666","2R","17627387",0.183874859376089
"Response V17667","2R","17640138",0.866904356496392
"Response V17668","2R","17640439",0.996457543239912
"Response V17669","2R","17640510",0.00910948221953767
"Response V17670","2R","17642888",0.000180929442938331
"Response V17671","2R","17645590",0.429019254789703
"Response V17672","2R","17646701",0.71814097350384
"Response V17673","2R","17650948",0.77203606467893
"Response V17674","2R","17653926",0.0109624635767234
"Response V17675","2R","17657918",0.442504569158638
"Response V17676","2R","17658038",0.143189760583064
"Response V17677","2R","17660026",0.0214300706251679
"Response V17678","2R","17660696",0.684919351254256
"Response V17679","2R","17660734",0.547570331135399
"Response V17680","2R","17662297",0.698529731591389
"Response V17681","2R","17662298",0.894106724413186
"Response V17682","2R","17662353",0.618497223910011
"Response V17683","2R","17662807",0.713698556897294
"Response V17684","2R","17663483",0.359708220049632
"Response V17685","2R","17664104",0.158403748998227
"Response V17686","2R","17665410",0.821191452488911
"Response V17687","2R","17673596",0.0521709586650329
"Response V17688","2R","17674192",0.451357401371591
"Response V17689","2R","17674447",0.00194832093663832
"Response V17690","2R","17674640",0.0294337323598961
"Response V17691","2R","17676996",0.0947767037976939
"Response V17692","2R","17676997",0.922161960831573
"Response V17693","2R","17677004",0.89172416745683
"Response V17694","2R","17677305",0.120249419371637
"Response V17695","2R","17677581",0.781662935907494
"Response V17696","2R","17677748",0.00390293184106869
"Response V17697","2R","17677809",0.00076930297294869
"Response V17698","2R","17677903",0.508848799848603
"Response V17699","2R","17678241",0.331055527385527
"Response V17700","2R","17678864",0.670802905976414
"Response V17701","2R","17679555",0.941377253836194
"Response V17702","2R","17679580",0.000227479302800052
"Response V17703","2R","17679939",0.5684651478028
"Response V17704","2R","17680288",0.533388641949989
"Response V17705","2R","17681579",0.142961338693795
"Response V17706","2R","17682078",0.0732677163630448
"Response V17707","2R","17682187",0.881276347147666
"Response V17708","2R","17683144",0.51640731441564
"Response V17709","2R","17686680",0.570835556152936
"Response V17710","2R","17688580",0.0914784755626775
"Response V17711","2R","17691007",0.859801700084141
"Response V17712","2R","17696387",0.648336153541511
"Response V17713","2R","17697814",0.476077362652998
"Response V17714","2R","17699803",0.647487327110461
"Response V17715","2R","17703254",0.79466956065771
"Response V17716","2R","17705960",0.59421022793788
"Response V17717","2R","17709926",0.0108383390231656
"Response V17718","2R","17713408",0.851989256702785
"Response V17719","2R","17714097",0.154299462165603
"Response V17720","2R","17714606",0.398284864556419
"Response V17721","2R","17714607",0.379114321696113
"Response V17722","2R","17716149",0.443224252956691
"Response V17723","2R","17717690",0.0415127497727513
"Response V17724","2R","17717894",0.811330436437497
"Response V17725","2R","17717988",0.347555576922374
"Response V17726","2R","17720420",0.855058472319985
"Response V17727","2R","17720894",0.490955102781391
"Response V17728","2R","17729491",0.295291611382074
"Response V17729","2R","17730942",0.240152635433849
"Response V17730","2R","17734658",0.601274775893393
"Response V17731","2R","17734660",0.795567065689572
"Response V17732","2R","17737149",0.661199070328525
"Response V17733","2R","17740492",0.613941162364845
"Response V17734","2R","17740540",1.27865209138023e-05
"Response V17735","2R","17746660",0.509014656161551
"Response V17736","2R","17746705",0.520178363696361
"Response V17737","2R","17753125",0.019117426986319
"Response V17738","2R","17753294",0.358154568584354
"Response V17739","2R","17759418",0.756489944638182
"Response V17740","2R","17759769",0.753502785022558
"Response V17741","2R","17761693",0.700543148071286
"Response V17742","2R","17773036",0.410263841077203
"Response V17743","2R","17773216",0.0459563683453312
"Response V17744","2R","17773377",0.0151875815712908
"Response V17745","2R","17774799",0.777649030830748
"Response V17746","2R","17782306",0.0101772439301822
"Response V17747","2R","17783660",0.368682673142712
"Response V17748","2R","17785576",0.00180534881864909
"Response V17749","2R","17785616",0.161331373094492
"Response V17750","2R","17785728",0.271249489974762
"Response V17751","2R","17785783",0.431741793314788
"Response V17752","2R","17789767",0.69262709749067
"Response V17753","2R","17792788",0.477365252206343
"Response V17754","2R","17793596",0.367060820772763
"Response V17755","2R","17793988",0.585720315417705
"Response V17756","2R","17797577",0.549321128902871
"Response V17757","2R","17802160",0.504669199268489
"Response V17758","2R","17802757",0.00643513743146512
"Response V17759","2R","17802840",0.0338423795381959
"Response V17760","2R","17802873",0.122689990518899
"Response V17761","2R","17804301",0.982865356155242
"Response V17762","2R","17804546",0.332962946609267
"Response V17763","2R","17806169",0.00836905077892356
"Response V17764","2R","17806263",0.577670995360563
"Response V17765","2R","17806318",0.380336204259499
"Response V17766","2R","17806492",0.63870487518495
"Response V17767","2R","17806521",0.301061092814606
"Response V17768","2R","17807592",0.667709159344829
"Response V17769","2R","17807710",4.51444187883282e-11
"Response V17770","2R","17810032",0.0151756890475152
"Response V17771","2R","17813410",0.696291684259939
"Response V17772","2R","17815351",0.314398355038488
"Response V17773","2R","17815353",0.362085726236083
"Response V17774","2R","17815759",0.612200190487269
"Response V17775","2R","17816731",0.977460595862911
"Response V17776","2R","17816873",0.403305213042447
"Response V17777","2R","17817153",0.196538203012708
"Response V17778","2R","17818129",0.769449813547917
"Response V17779","2R","17818789",0.413847414229261
"Response V17780","2R","17832078",0.868370647882395
"Response V17781","2R","17833617",0.992169702384082
"Response V17782","2R","17834794",0.937137266609364
"Response V17783","2R","17835480",0.713567924003061
"Response V17784","2R","17836375",0.203191758777267
"Response V17785","2R","17836393",0.771218466356305
"Response V17786","2R","17836446",0.398357071552933
"Response V17787","2R","17842309",0.0651717033417468
"Response V17788","2R","17842395",0.753602187123473
"Response V17789","2R","17842628",0.635276331006081
"Response V17790","2R","17843487",0.0167626171871618
"Response V17791","2R","17844221",0.616337669975823
"Response V17792","2R","17844926",0.888726088270737
"Response V17793","2R","17845291",0.944276954361953
"Response V17794","2R","17846056",0.000533893615483356
"Response V17795","2R","17846147",0.27025208562408
"Response V17796","2R","17849100",0.547033764323833
"Response V17797","2R","17849144",0.749422425344134
"Response V17798","2R","17849193",0.789992386915919
"Response V17799","2R","17849278",0.856978186934975
"Response V17800","2R","17849381",0.798850757296987
"Response V17801","2R","17854302",0.430175470778986
"Response V17802","2R","17855146",0.390897737417503
"Response V17803","2R","17857825",0.775356804024465
"Response V17804","2R","17859004",0.800788798150524
"Response V17805","2R","17859007",0.505087857384839
"Response V17806","2R","17868015",0.521554495002957
"Response V17807","2R","17868194",0.628696917451496
"Response V17808","2R","17868260",0.0741777652998225
"Response V17809","2R","17870318",0.330919459278154
"Response V17810","2R","17872072",0.230538245365797
"Response V17811","2R","17873684",0.0397923713765327
"Response V17812","2R","17876316",0.259665236259999
"Response V17813","2R","17880197",0.940902508466484
"Response V17814","2R","17881495",0.798205965788819
"Response V17815","2R","17882435",0.609552356954863
"Response V17816","2R","17882466",0.882515845280726
"Response V17817","2R","17882478",0.256174260957935
"Response V17818","2R","17882490",0.455982017027014
"Response V17819","2R","17885476",0.0947441219047238
"Response V17820","2R","17885571",0.839858231507938
"Response V17821","2R","17886254",0.964960418677559
"Response V17822","2R","17886313",0.754683961562304
"Response V17823","2R","17886771",0.0798337915097642
"Response V17824","2R","17886818",0.61085500865924
"Response V17825","2R","17886848",0.782567276724439
"Response V17826","2R","17889310",0.0487140697190256
"Response V17827","2R","17891394",0.208058128508523
"Response V17828","2R","17894679",0.77758965437844
"Response V17829","2R","17894998",0.0129145228872304
"Response V17830","2R","17895931",1.56534890720647e-10
"Response V17831","2R","17896710",0.863838958515388
"Response V17832","2R","17898622",0.183507624642554
"Response V17833","2R","17899296",0.967221096748361
"Response V17834","2R","17901181",0.311248799170025
"Response V17835","2R","17901576",0.055354202301072
"Response V17836","2R","17901802",0.322897478013472
"Response V17837","2R","17901970",0.0992895904851837
"Response V17838","2R","17902205",0.784346864762134
"Response V17839","2R","17905090",0.375146893429556
"Response V17840","2R","17905166",2.12546475647478e-16
"Response V17841","2R","17905182",0.689497286542773
"Response V17842","2R","17905356",0.0202347944713427
"Response V17843","2R","17905385",0.453416034148725
"Response V17844","2R","17905393",0.854113468050084
"Response V17845","2R","17905471",0.134239027407538
"Response V17846","2R","17905492",0.0551055086535475
"Response V17847","2R","17905695",0.509420495737756
"Response V17848","2R","17908473",0.181620101621953
"Response V17849","2R","17909359",0.230436142143874
"Response V17850","2R","17909998",0.714611201421476
"Response V17851","2R","17911354",0.805402542053078
"Response V17852","2R","17912433",0.420921319903048
"Response V17853","2R","17916746",0.552628982788673
"Response V17854","2R","17917467",0.456818315500511
"Response V17855","2R","17917870",0.112904234623867
"Response V17856","2R","17918003",0.338941663062332
"Response V17857","2R","17918958",0.150240702145629
"Response V17858","2R","17919031",0.0679636512843254
"Response V17859","2R","17921135",0.621568037484701
"Response V17860","2R","17921255",0.0584931539469545
"Response V17861","2R","17921650",0.0278994591016542
"Response V17862","2R","17922602",0.360437860275201
"Response V17863","2R","17925400",0.307046423475712
"Response V17864","2R","17926938",0.132228782989825
"Response V17865","2R","17927662",0.0145325246513635
"Response V17866","2R","17927705",0.508720570873827
"Response V17867","2R","17927966",0.324744270761421
"Response V17868","2R","17928954",0.404181509326731
"Response V17869","2R","17929139",0.828063113201602
"Response V17870","2R","17929983",0.61352332805985
"Response V17871","2R","17930140",0.957768099474559
"Response V17872","2R","17931063",0.553297520632872
"Response V17873","2R","17931295",0.838457034660324
"Response V17874","2R","17932099",0.318535653393967
"Response V17875","2R","17933428",0.0354572824043868
"Response V17876","2R","17933592",0.488841636005246
"Response V17877","2R","17933687",0.111623241880211
"Response V17878","2R","17934238",0.404658113136791
"Response V17879","2R","17934278",0.332462095188233
"Response V17880","2R","17935458",0.21534270239547
"Response V17881","2R","17935654",0.846030487022042
"Response V17882","2R","17935670",0.980138359821495
"Response V17883","2R","17939153",0.915107616715394
"Response V17884","2R","17939449",0.00377965839951003
"Response V17885","2R","17939682",0.157685223348858
"Response V17886","2R","17939762",0.419624706904577
"Response V17887","2R","17940951",0.761067196749063
"Response V17888","2R","17945382",0.850410238519645
"Response V17889","2R","17945405",0.399901143023729
"Response V17890","2R","17945590",0.234769988585708
"Response V17891","2R","17945734",0.265919809770352
"Response V17892","2R","17945738",0.311930244853433
"Response V17893","2R","17948441",0.619739149392572
"Response V17894","2R","17951266",0.525086980848763
"Response V17895","2R","17952209",0.655503991743224
"Response V17896","2R","17957210",0.512399496212955
"Response V17897","2R","17957600",0.640294685536385
"Response V17898","2R","17958342",0.0393245907358288
"Response V17899","2R","17958751",0.124278942087056
"Response V17900","2R","17958985",0.604705719056994
"Response V17901","2R","17959007",0.648864990367435
"Response V17902","2R","17960056",0.220181503632505
"Response V17903","2R","17960481",0.38752905372119
"Response V17904","2R","17960853",0.0661066652928998
"Response V17905","2R","17962991",0.17461541661425
"Response V17906","2R","17964367",0.235491044202235
"Response V17907","2R","17965426",0.961003327552781
"Response V17908","2R","17965752",0.0186150091883734
"Response V17909","2R","17965873",0.922635367519338
"Response V17910","2R","17966110",0.0197074638061634
"Response V17911","2R","17966256",0.74907271569883
"Response V17912","2R","17970917",0.996217926303207
"Response V17913","2R","17976971",0.980914671908431
"Response V17914","2R","17978106",0.956247583168452
"Response V17915","2R","17978113",0.35497944671759
"Response V17916","2R","17978571",0.815298574346378
"Response V17917","2R","17978631",0.864343805837276
"Response V17918","2R","17978850",0.553281473753127
"Response V17919","2R","17980238",0.854789706272381
"Response V17920","2R","17980379",0.760596513613113
"Response V17921","2R","17980909",0.307047941833544
"Response V17922","2R","17980927",0.249231897055624
"Response V17923","2R","17981009",0.0916852441238427
"Response V17924","2R","17982580",0.848683951156566
"Response V17925","2R","17985526",0.68495218358078
"Response V17926","2R","17985646",0.259162364029857
"Response V17927","2R","17985732",0.775789871390849
"Response V17928","2R","17987082",0.0228918533290535
"Response V17929","2R","17987314",0.653461673557719
"Response V17930","2R","17987367",0.925439938520299
"Response V17931","2R","17990516",0.0753347552011781
"Response V17932","2R","17990525",0.22502387721218
"Response V17933","2R","17991614",0.764090094912387
"Response V17934","2R","17992877",0.0978648995125476
"Response V17935","2R","17992889",0.897835763534382
"Response V17936","2R","17993132",0.117345054738402
"Response V17937","2R","17993318",0.381590718821587
"Response V17938","2R","17993801",0.318883305003773
"Response V17939","2R","17997163",0.0496766089909803
"Response V17940","2R","17998724",0.977721370720389
"Response V17941","2R","18000102",0.563865791948321
"Response V17942","2R","18000192",0.700846499617004
"Response V17943","2R","18001332",0.677622394346855
"Response V17944","2R","18002185",0.791915645391468
"Response V17945","2R","18006600",0.702351763329662
"Response V17946","2R","18007462",0.814970517365555
"Response V17947","2R","18008725",0.696827374581837
"Response V17948","2R","18008780",0.328782820210787
"Response V17949","2R","18013186",0.575183497645716
"Response V17950","2R","18014236",0.508160367287199
"Response V17951","2R","18014508",0.0919787101322957
"Response V17952","2R","18015060",0.7443260999785
"Response V17953","2R","18023068",0.60683562332352
"Response V17954","2R","18023482",0.288550759582159
"Response V17955","2R","18023700",0.547181483697933
"Response V17956","2R","18023716",0.978848844284513
"Response V17957","2R","18023811",0.877677119800346
"Response V17958","2R","18024158",0.619889303796733
"Response V17959","2R","18025464",0.991152071693852
"Response V17960","2R","18025517",0.645243766076557
"Response V17961","2R","18025955",0.859129771007573
"Response V17962","2R","18025985",0.687556897707255
"Response V17963","2R","18026380",2.83722905748169e-09
"Response V17964","2R","18027660",0.965257054646832
"Response V17965","2R","18029566",0.139754013950247
"Response V17966","2R","18029857",0.445914663945264
"Response V17967","2R","18029896",0.257914400266296
"Response V17968","2R","18031400",0.292648004078331
"Response V17969","2R","18032904",0.126327139093734
"Response V17970","2R","18035440",0.405158599758386
"Response V17971","2R","18035744",0.895340537643717
"Response V17972","2R","18036323",0.0769919154339578
"Response V17973","2R","18036907",0.725010858049301
"Response V17974","2R","18038563",0.966796759338751
"Response V17975","2R","18038612",0.625145696624992
"Response V17976","2R","18043131",0.24505943459047
"Response V17977","2R","18044555",0.356083046839106
"Response V17978","2R","18045705",0.0836400572214803
"Response V17979","2R","18049461",0.174518485421797
"Response V17980","2R","18053598",0.368526872636641
"Response V17981","2R","18055236",0.0647496573550306
"Response V17982","2R","18060280",0.805692988848376
"Response V17983","2R","18065959",0.207509634838786
"Response V17984","2R","18066676",0.0106077682524001
"Response V17985","2R","18066954",0.462733132696506
"Response V17986","2R","18071092",0.662442686380667
"Response V17987","2R","18071122",3.81329857638714e-06
"Response V17988","2R","18071142",0.856016190732626
"Response V17989","2R","18072249",0.21396565632021
"Response V17990","2R","18073627",0.930184980087376
"Response V17991","2R","18073905",0.837973811164302
"Response V17992","2R","18075210",0.16998334583936
"Response V17993","2R","18076063",0.788769673103533
"Response V17994","2R","18079150",0.580496663412569
"Response V17995","2R","18084924",0.41860231107933
"Response V17996","2R","18086057",0.133330685409468
"Response V17997","2R","18089915",0.405499199820495
"Response V17998","2R","18089959",0.287718958656
"Response V17999","2R","18091302",0.0421153085214075
"Response V18000","2R","18091362",0.652444586169663
"Response V18001","2R","18091369",0.313557843553271
"Response V18002","2R","18106333",0.993132629414687
"Response V18003","2R","18109191",0.87134060891571
"Response V18004","2R","18119391",0.861926643776601
"Response V18005","2R","18119517",0.850570184685332
"Response V18006","2R","18127159",0.645455996505212
"Response V18007","2R","18127366",0.405074925243083
"Response V18008","2R","18127367",0.637657283687132
"Response V18009","2R","18129336",0.258036181226464
"Response V18010","2R","18134390",0.385844810074624
"Response V18011","2R","18135631",0.287522511314933
"Response V18012","2R","18140187",0.171329765750765
"Response V18013","2R","18140582",0.946082523067993
"Response V18014","2R","18146602",0.833740505019779
"Response V18015","2R","18151702",0.611309817008975
"Response V18016","2R","18154888",0.148806038578777
"Response V18017","2R","18156069",0.771225304706954
"Response V18018","2R","18156159",0.022405567724225
"Response V18019","2R","18160353",0.641469424515172
"Response V18020","2R","18180325",0.0908648403802656
"Response V18021","2R","18185354",0.389644239731688
"Response V18022","2R","18185521",0.889283225082369
"Response V18023","2R","18185565",0.103942587215636
"Response V18024","2R","18186130",0.523731874811135
"Response V18025","2R","18186158",0.538201150173449
"Response V18026","2R","18191240",0.480010608424492
"Response V18027","2R","18192588",0.794281130288267
"Response V18028","2R","18192602",0.337693087897881
"Response V18029","2R","18192674",0.986855289526422
"Response V18030","2R","18192952",0.83028136444912
"Response V18031","2R","18194616",0.0556951792703683
"Response V18032","2R","18196911",0.856581835861186
"Response V18033","2R","18199903",0.852833177670983
"Response V18034","2R","18199907",0.927120033730556
"Response V18035","2R","18199945",0.394655437791538
"Response V18036","2R","18202499",0.0240273657277735
"Response V18037","2R","18202522",0.988083616379559
"Response V18038","2R","18202627",0.818042974859702
"Response V18039","2R","18203172",0.566201695596362
"Response V18040","2R","18204517",0.905193375515334
"Response V18041","2R","18208324",0.363344478160078
"Response V18042","2R","18208715",0.804606132300913
"Response V18043","2R","18208791",0.85223212776277
"Response V18044","2R","18208878",0.288044900535578
"Response V18045","2R","18209371",0.646512647214171
"Response V18046","2R","18212001",0.484916026483809
"Response V18047","2R","18213573",0.291077553782436
"Response V18048","2R","18215767",0.780395307894303
"Response V18049","2R","18215780",0.601247930253066
"Response V18050","2R","18220757",0.73178505657077
"Response V18051","2R","18220759",0.428301474314445
"Response V18052","2R","18221748",0.559883351684844
"Response V18053","2R","18222896",0.442207813380256
"Response V18054","2R","18223128",0.38950266862112
"Response V18055","2R","18223182",0.41758000297953
"Response V18056","2R","18225619",0.588864243135664
"Response V18057","2R","18225716",0.806759754923346
"Response V18058","2R","18225971",0.252462870992412
"Response V18059","2R","18226122",0.0476760857496183
"Response V18060","2R","18226504",0.642507068076198
"Response V18061","2R","18228548",0.945097931728611
"Response V18062","2R","18230065",0.954057360584765
"Response V18063","2R","18232386",0.147675343866486
"Response V18064","2R","18233612",0.48737642174035
"Response V18065","2R","18239418",0.308613449294793
"Response V18066","2R","18239724",0.203649308568946
"Response V18067","2R","18239938",0.754933709799461
"Response V18068","2R","18240112",0.0414336189803316
"Response V18069","2R","18240309",0.92389263844134
"Response V18070","2R","18240411",0.572483059688121
"Response V18071","2R","18240593",0.78411550872576
"Response V18072","2R","18242224",0.201399721380435
"Response V18073","2R","18242331",0.720711423892179
"Response V18074","2R","18242752",0.769758897411229
"Response V18075","2R","18243031",0.0910667545082533
"Response V18076","2R","18243747",0.048677005173066
"Response V18077","2R","18245232",0.57603373036518
"Response V18078","2R","18250021",0.927297853488868
"Response V18079","2R","18250812",0.732313578636679
"Response V18080","2R","18251560",0.0278556039086513
"Response V18081","2R","18251665",0.576068135520443
"Response V18082","2R","18253509",0.0356670688110781
"Response V18083","2R","18254206",0.771823299680841
"Response V18084","2R","18254704",0.321487574591179
"Response V18085","2R","18255710",0.483276002786656
"Response V18086","2R","18259718",0.764509798599667
"Response V18087","2R","18262984",0.962618838446079
"Response V18088","2R","18263913",0.847185725887424
"Response V18089","2R","18265043",0.79594072391864
"Response V18090","2R","18265194",0.884502888615051
"Response V18091","2R","18267731",0.333629729498837
"Response V18092","2R","18268603",0.697693286812112
"Response V18093","2R","18268943",0.352384076680682
"Response V18094","2R","18269245",0.926609998887891
"Response V18095","2R","18270062",0.874096172586101
"Response V18096","2R","18270448",0.351628060002003
"Response V18097","2R","18274353",0.737516570233909
"Response V18098","2R","18278571",0.361945093597668
"Response V18099","2R","18278639",0.483468879893891
"Response V18100","2R","18286595",0.612176992151853
"Response V18101","2R","18289099",0.262033262255656
"Response V18102","2R","18291243",0.206708404710504
"Response V18103","2R","18291902",0.847739428219488
"Response V18104","2R","18296261",0.695624979930176
"Response V18105","2R","18301645",0.487176298504579
"Response V18106","2R","18303139",0.648885077579663
"Response V18107","2R","18304476",0.814780820875918
"Response V18108","2R","18305665",0.00150364563518105
"Response V18109","2R","18305778",0.895884030181553
"Response V18110","2R","18307406",0.0900308103419117
"Response V18111","2R","18307670",0.921503131506912
"Response V18112","2R","18310118",0.801434191091508
"Response V18113","2R","18311153",0.690533454517337
"Response V18114","2R","18312389",0.0461133082742401
"Response V18115","2R","18313339",0.437080816974839
"Response V18116","2R","18314322",0.000121377543355243
"Response V18117","2R","18314709",0.743390890993764
"Response V18118","2R","18316345",0.724939542637259
"Response V18119","2R","18316808",0.342064791032529
